market,date,com.l,idx.l,ncm.l,nrp.l,tot.l,com.s,idx.s,ncm.s,nrp.s,tot.s,com.n,idx.n,ncm.n,nrp.n,tot.n,delta_com.l,delta_idx.l,delta_ncm.l,delta_nrp.l,delta_tot.l,delta_com.s,delta_idx.s,delta_ncm.s,delta_nrp.s,delta_tot.s,delta_com.n,delta_idx.n,delta_ncm.n,delta_nrp.n,delta_tot.n,share_com.l,share_idx.l,share_ncm.l,share_nrp.l,share_tot.l,share_com.s,share_idx.s,share_ncm.s,share_nrp.s,share_tot.s,traders_com.l,traders_idx.l,traders_ncm.l,traders_nrp.l,traders_tot.l,traders_com.s,traders_idx.s,traders_ncm.s,traders_nrp.s,traders_tot.s,open_int,delta_open_int
Cocoa - Ice Futures U.s.,2018-06-26T00:00:00Z,108789,64122,64207,13271,297392,172835,34479,35324,7751,302912,-64046,29643,28883,5520,-5520,4430,2557,-644,-378,10166,4999,1709,-874,131,9656,-569,848,230,-509,510,35,20.6,20.7,4.3,95.7,55.6,11.1,11.4,2.5,97.5,42,29,88,NA,202,39,17,51,NA,162,310663,9787
Cocoa - Ice Futures U.s.,2018-07-03T00:00:00Z,108089,62242,61928,11738,293383,173524,30154,33654,6665,298455,-65435,32088,28274,5073,-5072,-700,-1880,-2279,-1533,-4010,689,-4325,-1670,-1086,-4457,-1389,2445,-609,-447,447,35.4,20.4,20.3,3.8,96.2,56.9,9.9,11,2.2,97.8,41,31,89,NA,206,39,18,50,NA,163,305120,-5543
Cocoa - Ice Futures U.s.,2018-07-10T00:00:00Z,104253,61593,62208,12171,289011,172080,28306,33899,5939,295242,-67827,33287,28309,6232,-6231,-3836,-649,280,434,-4372,-1444,-1848,246,-726,-3213,-2392,1199,34,1160,-1159,34.6,20.5,20.7,4,96,57.1,9.4,11.3,2,98,41,31,83,NA,205,40,18,54,NA,159,301182,-3939
Cocoa - Ice Futures U.s.,2018-07-17T00:00:00Z,103494,67919,54656,11978,285876,168489,26613,35149,7796,290059,-64995,41306,19507,4182,-4183,-759,6327,-7552,-193,-3135,-3590,-1693,1249,1856,-5184,2831,8020,-8801,-2049,2049,34.7,22.8,18.3,4,96,56.6,8.9,11.8,2.6,97.4,43,35,79,NA,203,41,15,56,NA,158,297854,-3328
Cocoa - Ice Futures U.s.,2018-07-24T00:00:00Z,113941,61374,47047,11464,279009,166372,21734,37868,7854,282620,-52431,39640,9179,3610,-3611,10448,-6545,-7608,-514,-6867,-2118,-4879,2720,58,-7439,12566,-1666,-10328,-572,572,39.2,21.1,16.2,3.9,96.1,57.3,7.5,13,2.7,97.3,45,34,69,NA,192,42,17,59,NA,164,290473,-7381
Cocoa - Ice Futures U.s.,2018-07-31T00:00:00Z,122620,61121,44335,12145,290459,163419,26674,40211,9917,292687,-40799,34447,4124,2228,-2228,8678,-253,-2712,680,11450,-2952,4940,2342,2063,10067,11630,-5193,-5054,-1383,1383,40.5,20.2,14.7,4,96,54,8.8,13.3,3.3,96.7,46,31,72,NA,187,40,19,62,NA,170,302604,12131
Cocoa - Ice Futures U.s.,2018-08-07T00:00:00Z,124481,48592,37242,12553,273200,143296,23756,44689,11127,274626,-18815,24836,-7447,1426,-1426,1861,-12529,-7093,408,-17260,-20123,-2918,4478,1210,-18061,21984,-9611,-11571,-802,801,43.6,17,13,4.4,95.6,50.1,8.3,15.6,3.9,96.1,43,28,63,NA,176,39,16,65,NA,171,285753,-16851
Cocoa - Ice Futures U.s.,2018-08-14T00:00:00Z,121834,46392,40955,11532,263717,134971,24293,51486,9962,265287,-13137,22099,-10531,1570,-1570,-2647,-2200,3712,-1021,-9483,-8325,537,6797,-1165,-9339,5678,-2737,-3085,144,-144,44.3,16.9,14.9,4.2,95.8,49,8.8,18.7,3.6,96.4,44,27,68,NA,175,36,14,61,NA,157,275249,-10504
Cocoa - Ice Futures U.s.,2018-08-21T00:00:00Z,120835,44676,45309,11185,264142,135854,22489,54938,8724,266603,-15019,22187,-9629,2461,-2461,-999,-1716,4354,-347,425,883,-1805,3452,-1238,1316,-1882,89,902,891,-891,43.9,16.2,16.5,4.1,95.9,49.3,8.2,20,3.2,96.8,44,28,69,NA,179,36,13,64,NA,147,275327,78
Cocoa - Ice Futures U.s.,2018-08-28T00:00:00Z,112275,52941,47426,11026,268534,140202,21047,53515,8903,270657,-27927,31894,-6089,2123,-2123,-8560,8265,2117,-159,4392,4348,-1442,-1423,179,4054,-12908,9707,3540,-338,338,40.2,18.9,17,3.9,96.1,50.2,7.5,19.1,3.2,96.8,46,28,73,NA,178,41,10,51,NA,144,279560,4233
Cocoa - Ice Futures U.s.,2018-09-04T00:00:00Z,112173,56713,47064,10495,271946,143270,21200,54132,7844,274597,-31097,35513,-7068,2651,-2651,-101,3772,-361,-531,3412,3068,153,617,-1059,3940,-3169,3619,-978,528,-528,39.7,20.1,16.7,3.7,96.3,50.7,7.5,19.2,2.8,97.2,44,30,71,NA,182,39,13,58,NA,149,282441,2881
Cocoa - Ice Futures U.s.,2018-09-11T00:00:00Z,107366,58302,48970,10470,268096,144243,20812,51537,8517,270049,-36877,37490,-2567,1953,-1953,-4807,1589,1906,-25,-3850,973,-388,-2595,673,-4548,-5780,1977,4501,-698,698,38.5,20.9,17.6,3.8,96.2,51.8,7.5,18.5,3.1,96.9,43,28,78,NA,180,39,12,47,NA,141,278567,-3874
Cocoa - Ice Futures U.s.,2018-09-18T00:00:00Z,111718,60513,46100,9661,271286,144874,21582,53363,8171,272775,-33156,38931,-7263,1490,-1489,4351,2211,-2871,-810,3190,631,770,1827,-346,2726,3720,1441,-4698,-464,464,39.8,21.5,16.4,3.4,96.6,51.6,7.7,19,2.9,97.1,43,29,71,NA,179,40,11,58,NA,144,280947,2380
Cocoa - Ice Futures U.s.,2018-09-25T00:00:00Z,115858,58511,45769,10645,276343,140351,23668,58002,8762,278226,-24493,34843,-12233,1883,-1883,4140,-2002,-330,984,5057,-4523,2086,4639,591,5451,8663,-4088,-4969,393,-394,40.4,20.4,15.9,3.7,96.3,48.9,8.2,20.2,3.1,96.9,41,30,68,NA,175,39,15,62,NA,154,286988,6041
Cocoa - Ice Futures U.s.,2018-10-02T00:00:00Z,130536,61929,43897,12023,302604,137905,28854,69304,12322,302304,-7369,33075,-25407,-299,300,14678,3417,-1872,1378,26260,-2447,5186,11302,3560,24078,17125,-1769,-13174,-2182,2182,41.5,19.7,14,3.8,96.2,43.8,9.2,22,3.9,96.1,44,31,68,NA,181,40,19,69,NA,170,314626,27638
Cocoa - Ice Futures U.s.,2018-10-09T00:00:00Z,134381,57879,44771,13241,303943,132776,23751,81585,12159,305024,1605,34128,-36814,1082,-1081,3845,-4050,873,1218,1339,-5129,-5103,12281,-163,2720,8974,1053,-11408,1381,-1381,42.4,18.2,14.1,4.2,95.8,41.9,7.5,25.7,3.8,96.2,45,32,67,NA,179,42,16,69,NA,168,317184,2557
Cocoa - Ice Futures U.s.,2018-10-16T00:00:00Z,136580,62949,34888,13484,303495,136279,20297,79364,11962,305017,301,42652,-44476,1522,-1522,2198,5071,-9882,243,-448,3504,-3455,-2221,-198,-7,-1306,8526,-7661,441,-441,43.1,19.9,11,4.3,95.7,43,6.4,25,3.8,96.2,43,33,68,NA,182,43,13,60,NA,152,316979,205
Cocoa - Ice Futures U.s.,2018-10-23T00:00:00Z,134905,63551,33151,12542,296860,137929,18453,76427,11339,298063,-3024,45098,-43276,1203,-1203,-1675,602,-1738,-942,-6635,1650,-1843,-2937,-623,-6955,-3325,2445,1199,-319,320,43.6,20.5,10.7,4.1,95.9,44.6,6,24.7,3.7,96.3,44,30,63,NA,170,43,13,61,NA,155,309402,-7578
Cocoa - Ice Futures U.s.,2018-10-30T00:00:00Z,136736,63999,33303,12844,301128,142373,20497,72673,11339,302633,-5637,43502,-39370,1505,-1505,1831,448,153,302,4268,4444,2044,-3754,0,4570,-2613,-1596,3907,302,-302,43.6,20.4,10.6,4.1,95.9,45.3,6.5,23.1,3.6,96.4,43,31,60,NA,171,42,15,64,NA,158,313972,4570
Cocoa - Ice Futures U.s.,2018-11-06T00:00:00Z,123986,67498,35178,12490,290205,147983,17565,63438,10166,292529,-23997,49933,-28260,2324,-2324,-12750,3498,1875,-354,-10923,5609,-2932,-9235,-1173,-10104,-18359,6430,11110,819,-819,41,22.3,11.6,4.1,95.9,48.9,5.8,21,3.4,96.6,42,32,57,NA,176,46,14,66,NA,162,302695,-11277
Cocoa - Ice Futures U.s.,2018-11-13T00:00:00Z,122826,64955,35733,11655,267580,149633,16680,59235,9621,269614,-26807,48275,-23502,2034,-2034,-1160,-2542,555,-835,-22624,1650,-885,-4204,-544,-22915,-2810,-1657,4759,-291,291,44,23.3,12.8,4.2,95.8,53.6,6,21.2,3.4,96.6,40,30,52,NA,174,43,12,77,NA,165,279235,-23460
Cocoa - Ice Futures U.s.,2018-11-20T00:00:00Z,116667,63132,33799,11708,258980,141878,17927,55819,9682,261005,-25211,45205,-22020,2026,-2025,-6158,-1823,-1935,53,-8601,-7755,1247,-3415,61,-8609,1597,-3070,1480,-8,8,43.1,23.3,12.5,4.3,95.7,52.4,6.6,20.6,3.6,96.4,40,31,51,NA,165,45,12,69,NA,151,270687,-8548
Cocoa - Ice Futures U.s.,2018-11-27T00:00:00Z,117196,59738,32348,12726,262653,140583,16080,55634,9712,265668,-23387,43658,-23286,3014,-3015,528,-3394,-1451,1018,3674,-1295,-1847,-185,29,4663,1823,-1547,-1266,989,-989,42.6,21.7,11.7,4.6,95.4,51.1,5.8,20.2,3.5,96.5,42,31,55,NA,168,44,12,66,NA,155,275380,4692
Cocoa - Ice Futures U.s.,2018-12-04T00:00:00Z,114538,59521,36130,13383,265115,138466,20260,55455,9392,269107,-23928,39261,-19325,3991,-3992,-2658,-217,3783,657,2462,-2117,4180,-179,-320,3439,-541,-4397,3962,977,-977,41.1,21.4,13,4.8,95.2,49.7,7.3,19.9,3.4,96.6,42,34,63,NA,179,44,16,69,NA,165,278498,3119
Cocoa - Ice Futures U.s.,2018-12-11T00:00:00Z,111642,58762,36617,12050,263247,133303,21097,55906,8765,266531,-21661,37665,-19289,3285,-3284,-2896,-759,487,-1333,-1869,-5163,837,451,-626,-2575,2267,-1596,36,-707,706,40.6,21.3,13.3,4.4,95.6,48.4,7.7,20.3,3.2,96.8,43,35,59,NA,173,45,16,67,NA,159,275297,-3202
Cocoa - Ice Futures U.s.,2018-12-18T00:00:00Z,109988,60781,39209,11212,266452,140188,21999,51592,7412,270253,-30200,38782,-12383,3800,-3801,-1653,2019,2592,-838,3206,6885,902,-4314,-1354,3722,-8538,1117,6906,516,-516,39.6,21.9,14.1,4,96,50.5,7.9,18.6,2.7,97.3,43,34,65,NA,178,45,16,65,NA,157,277665,2368
Cocoa - Ice Futures U.s.,2018-12-24T00:00:00Z,110644,62001,36075,12879,261210,143226,20708,47998,9667,264423,-32582,41293,-11923,3212,-3213,656,1220,-3134,1667,-5242,3038,-1291,-3594,2255,-5830,-2382,2511,460,-588,588,40.4,22.6,13.2,4.7,95.3,52.3,7.6,17.5,3.5,96.5,43,33,61,NA,174,44,15,55,NA,148,274090,-3575
Cocoa - Ice Futures U.s.,2018-12-31T00:00:00Z,114582,64424,37859,13733,276299,157295,20627,42287,10389,279642,-42713,43797,-4428,3344,-3343,3938,2423,1784,854,15089,14069,-81,-5711,722,15220,-10131,2504,7495,132,-131,39.5,22.2,13.1,4.7,95.3,54.2,7.1,14.6,3.6,96.4,44,34,64,NA,179,45,16,53,NA,152,290032,15942
Cocoa - Ice Futures U.s.,2019-01-08T00:00:00Z,112753,66166,41200,14290,283777,161690,20632,40989,11099,286969,-48937,45534,211,3191,-3192,-1829,1742,3341,557,7478,4396,4,-1297,709,7326,-6225,1738,4638,-152,152,37.8,22.2,13.8,4.8,95.2,54.2,6.9,13.8,3.7,96.3,44,34,58,NA,182,45,15,60,NA,158,298067,8036
Cocoa - Ice Futures U.s.,2019-01-15T00:00:00Z,113518,66234,40966,14259,285699,162907,20805,40036,11230,288729,-49389,45429,930,3029,-3030,765,68,-235,-31,1922,1217,173,-953,131,1760,-452,-105,718,-162,162,37.8,22.1,13.7,4.8,95.2,54.3,6.9,13.3,3.7,96.3,44,34,68,NA,189,46,16,55,NA,164,299958,1891
Cocoa - Ice Futures U.s.,2019-01-22T00:00:00Z,113873,64559,39274,13734,282076,159330,19793,41278,11040,284771,-45457,44766,-2004,2694,-2695,355,-1675,-1692,-525,-3623,-3577,-1011,1241,-190,-3958,3932,-664,-2933,-335,335,38.5,21.8,13.3,4.6,95.4,53.9,6.7,14,3.7,96.3,45,35,68,NA,185,44,15,52,NA,157,295810,-4148
Cocoa - Ice Futures U.s.,2019-01-29T00:00:00Z,111018,61980,38657,15396,278484,155256,18960,40313,12521,281358,-44238,43020,-1656,2875,-2874,-2855,-2580,-617,1661,-3592,-4074,-833,-965,1481,-3412,1219,-1747,348,180,-180,37.8,21.1,13.2,5.2,94.8,52.8,6.5,13.7,4.3,95.7,46,35,72,NA,189,44,16,49,NA,156,293879,-1931
Cocoa - Ice Futures U.s.,2019-02-05T00:00:00Z,108708,60612,34395,15297,263281,142599,18388,45416,12609,265969,-33891,42224,-11021,2688,-2688,-2310,-1367,-4262,-98,-15203,-12657,-572,5103,89,-15390,10347,-795,-9365,-187,187,39,21.8,12.3,5.5,94.5,51.2,6.6,16.3,4.5,95.5,45,32,75,NA,197,43,16,53,NA,161,278578,-15301
Cocoa - Ice Futures U.s.,2019-02-12T00:00:00Z,108215,54327,32235,16777,251678,129731,16473,50850,14501,253955,-21516,37854,-18615,2276,-2277,-493,-6286,-2159,1480,-11603,-12868,-1915,5434,1891,-12014,12375,-4371,-7593,-411,411,40.3,20.2,12,6.2,93.8,48.3,6.1,18.9,5.4,94.6,44,32,63,NA,190,38,12,59,NA,153,268455,-10123
Cocoa - Ice Futures U.s.,2019-02-19T00:00:00Z,106517,55022,33578,14710,249878,132817,15880,49075,12054,252534,-26300,39142,-15497,2656,-2656,-1699,695,1342,-2067,-1801,3086,-593,-1774,-2447,-1421,-4785,1288,3116,380,-380,40.3,20.8,12.7,5.6,94.4,50.2,6,18.5,4.6,95.4,45,33,66,NA,187,40,12,54,NA,145,264588,-3867
Cocoa - Ice Futures U.s.,2019-02-26T00:00:00Z,109822,54934,29340,14222,246783,130102,14018,51078,13121,247885,-20280,40916,-21738,1101,-1102,3305,-88,-4238,-488,-3095,-2715,-1862,2002,1066,-4649,6020,1774,-6240,-1554,1554,42.1,21,11.2,5.4,94.6,49.8,5.4,19.6,5,95,44,33,63,NA,180,39,12,59,NA,147,261005,-3583
Cocoa - Ice Futures U.s.,2019-03-05T00:00:00Z,119497,55161,26293,12548,262271,124588,15040,60778,13094,261725,-5091,40121,-34485,-546,546,9675,228,-3047,-1674,15488,-5514,1022,9700,-27,13841,15189,-794,-12747,-1647,1647,43.5,20.1,9.6,4.6,95.4,45.3,5.5,22.1,4.8,95.2,44,34,67,NA,182,36,16,68,NA,164,274819,13814
Cocoa - Ice Futures U.s.,2019-03-12T00:00:00Z,125238,54653,25907,14467,272092,121986,16403,66562,15316,271243,3252,38250,-40655,-849,849,5741,-508,-385,1919,9821,-2602,1363,5784,2223,9518,8343,-1871,-6169,-304,303,43.7,19.1,9,5,95,42.6,5.7,23.2,5.3,94.7,45,32,69,NA,182,34,16,60,NA,156,286559,11740
Cocoa - Ice Futures U.s.,2019-03-19T00:00:00Z,128237,55240,23602,15788,276890,118313,18746,69686,16122,276556,9924,36494,-46084,-334,334,2999,587,-2306,1320,4798,-3672,2343,3124,806,5312,6671,-1756,-5430,514,-514,43.8,18.9,8.1,5.4,94.6,40.4,6.4,23.8,5.5,94.5,46,32,65,NA,182,36,16,61,NA,156,292678,6118
Cocoa - Ice Futures U.s.,2019-03-26T00:00:00Z,132319,60543,21473,16166,283670,114194,25978,75949,14381,285456,18125,34565,-54476,1785,-1786,4081,5303,-2128,379,6780,-4119,7232,6263,-1741,8900,8200,-1929,-8391,2120,-2120,44.1,20.2,7.2,5.4,94.6,38.1,8.7,25.3,4.8,95.2,45,33,65,NA,180,37,18,68,NA,164,299836,7159
Cocoa - Ice Futures U.s.,2019-04-02T00:00:00Z,127352,63032,22548,15984,274154,119549,27378,68077,13911,276227,7803,35654,-45529,2073,-2073,-4967,2489,1075,-182,-9516,5355,1401,-7871,-470,-9229,-10322,1088,8946,288,-287,43.9,21.7,7.8,5.5,94.5,41.2,9.4,23.5,4.8,95.2,42,33,66,NA,187,36,19,67,NA,163,290138,-9699
Cocoa - Ice Futures U.s.,2019-04-09T00:00:00Z,112686,63224,26224,15653,259653,131538,17816,52976,15456,259849,-18852,45408,-26752,197,-196,-14666,192,3676,-331,-14501,11989,-9562,-15102,1545,-16378,-26655,9754,18778,-1876,1877,40.9,23,9.5,5.7,94.3,47.8,6.5,19.2,5.6,94.4,43,35,65,NA,195,40,19,66,NA,161,275305,-14832
Cocoa - Ice Futures U.s.,2019-04-16T00:00:00Z,107126,64093,24396,14042,255041,126615,17125,52825,13092,255991,-19489,46968,-28429,950,-950,-5560,869,-1829,-1611,-4612,-4924,-691,-151,-2364,-3858,-636,1560,-1678,753,-754,39.8,23.8,9.1,5.2,94.8,47.1,6.4,19.6,4.9,95.1,40,37,68,NA,190,37,17,60,NA,159,269083,-6222
Cocoa - Ice Futures U.s.,2019-04-23T00:00:00Z,107551,62934,24522,12898,258664,124436,18336,53850,11283,260279,-16885,44598,-29328,1615,-1615,425,-1159,126,-1144,3623,-2179,1211,1025,-1809,4288,2604,-2370,-899,665,-665,39.6,23.2,9,4.7,95.3,45.8,6.8,19.8,4.2,95.8,42,37,71,NA,193,36,17,60,NA,160,271562,2479
Cocoa - Ice Futures U.s.,2019-04-30T00:00:00Z,111992,64754,22834,13194,256982,126754,21915,52172,11933,258244,-14762,42839,-29338,1261,-1262,4441,1820,-1687,296,-1682,2319,3579,-1678,649,-2035,2122,-1759,-9,-353,353,41.5,24,8.5,4.9,95.1,46.9,8.1,19.3,4.4,95.6,41,36,60,NA,184,36,16,59,NA,153,270176,-1386
Cocoa - Ice Futures U.s.,2019-05-07T00:00:00Z,120874,61919,21914,13690,265458,132324,22193,50341,13539,265609,-11450,39726,-28427,151,-151,8883,-2835,-920,496,8476,5570,278,-1830,1606,7365,3313,-3113,910,-1110,1111,43.3,22.2,7.9,4.9,95.1,47.4,8,18,4.9,95.1,41,36,58,NA,187,36,18,61,NA,156,279148,8972
Cocoa - Ice Futures U.s.,2019-05-14T00:00:00Z,118822,57580,23813,17924,259429,133363,23355,45623,15799,261554,-14541,34225,-21810,2125,-2125,-2052,-4339,1899,4234,-6028,1038,1162,-4719,2260,-4054,-3090,-5501,6618,1974,-1974,42.8,20.8,8.6,6.5,93.5,48.1,8.4,16.4,5.7,94.3,34,36,61,NA,182,36,16,61,NA,152,277353,-1795
Cocoa - Ice Futures U.s.,2019-05-21T00:00:00Z,123953,57729,31299,13986,276478,151442,22079,41418,12027,278436,-27489,35650,-10119,1959,-1958,5131,149,7486,-3938,17048,18080,-1276,-4204,-3772,16882,-12949,1425,11690,-166,166,42.7,19.9,10.8,4.8,95.2,52.1,7.6,14.3,4.1,95.9,41,37,73,NA,201,38,14,64,NA,151,290463,13110
Cocoa - Ice Futures U.s.,2019-05-28T00:00:00Z,121618,60299,38038,16746,288618,162211,22469,40622,11398,293966,-40593,37830,-2584,5348,-5348,-2335,2570,6739,2760,12141,10769,390,-797,-629,15530,-13104,2180,7536,3389,-3389,39.8,19.7,12.5,5.5,94.5,53.1,7.4,13.3,3.7,96.3,41,37,69,NA,202,38,15,67,NA,156,305364,14901
Cocoa - Ice Futures U.s.,2019-06-04T00:00:00Z,125789,57702,37871,16561,286213,164031,20901,39807,13184,289589,-38242,36801,-1936,3377,-3376,4171,-2597,-167,-185,-2406,1820,-1568,-814,1786,-4377,2351,-1029,647,-1971,1971,41.5,19.1,12.5,5.5,94.5,54.2,6.9,13.1,4.4,95.6,40,35,69,NA,194,38,15,61,NA,155,302774,-2591
Cocoa - Ice Futures U.s.,2019-06-11T00:00:00Z,104608,59826,45790,19277,272035,159436,19966,35928,14172,277140,-54828,39860,9862,5105,-5105,-21181,2124,7919,2716,-14177,-4595,-935,-3879,988,-12449,-16586,3059,11798,1728,-1728,35.9,20.5,15.7,6.6,93.4,54.7,6.9,12.3,4.9,95.1,38,37,73,NA,197,38,17,60,NA,147,291313,-11461
Cocoa - Ice Futures U.s.,2019-06-18T00:00:00Z,97946,60739,50824,18101,274153,161049,18111,35601,12849,279405,-63103,42628,15223,5252,-5252,-6662,912,5033,-1176,2118,1613,-1855,-327,-1323,2265,-8275,2767,5360,147,-147,33.5,20.8,17.4,6.2,93.8,55.1,6.2,12.2,4.4,95.6,38,38,83,NA,201,40,14,54,NA,152,292254,941
Cocoa - Ice Futures U.s.,2019-06-25T00:00:00Z,100804,61145,53000,17790,277234,166862,18326,35028,12522,282503,-66058,42819,17972,5268,-5269,2857,406,2176,-311,3081,5813,215,-572,-327,3097,-2956,191,2748,16,-16,34.2,20.7,18,6,94,56.6,6.2,11.9,4.2,95.8,40,36,73,NA,199,40,14,61,NA,149,295024,2770
Cocoa - Ice Futures U.s.,2019-07-02T00:00:00Z,109629,62615,51401,16312,287899,175588,18408,34534,11427,292784,-65959,44207,16867,4885,-4885,8826,1470,-1599,-1478,10664,8726,82,-494,-1095,10281,100,1388,-1105,-383,383,36,20.6,16.9,5.4,94.6,57.7,6.1,11.4,3.8,96.2,42,36,75,NA,202,40,13,59,NA,149,304211,9186
Cocoa - Ice Futures U.s.,2019-07-09T00:00:00Z,111603,63442,57357,16512,300138,186648,20351,30728,11187,305463,-75045,43091,26629,5325,-5325,1974,827,5956,200,12239,11060,1944,-3806,-240,12679,-9086,-1117,9762,440,-440,35.2,20,18.1,5.2,94.8,58.9,6.4,9.7,3.5,96.5,42,36,92,NA,212,43,14,48,NA,153,316649,12439
Cocoa - Ice Futures U.s.,2019-07-16T00:00:00Z,121926,62779,50950,15737,301981,186527,20882,33172,10811,306907,-64601,41897,17778,4926,-4926,10323,-663,-6406,-775,1844,-120,531,2443,-375,1444,10443,-1194,-8849,-400,400,38.4,19.8,16,5,95,58.7,6.6,10.4,3.4,96.6,40,34,72,NA,192,40,14,56,NA,150,317718,1069
Cocoa - Ice Futures U.s.,2019-07-23T00:00:00Z,123348,61650,54073,15186,307833,191796,21004,30982,10474,312545,-68448,40646,23091,4712,-4712,1423,-1130,3122,-550,5851,5269,122,-2189,-337,5638,-3846,-1252,5311,-213,213,38.2,19.1,16.7,4.7,95.3,59.4,6.5,9.6,3.2,96.8,41,34,79,NA,202,42,15,52,NA,157,323019,5301
Cocoa - Ice Futures U.s.,2019-07-30T00:00:00Z,118194,61206,51445,14984,297154,180642,22949,32590,9648,302490,-62448,38257,18855,5336,-5336,-5154,-444,-2628,-202,-10679,-11154,1945,1608,-827,-10055,6000,-2389,-4236,625,-624,37.9,19.6,16.5,4.8,95.2,57.9,7.4,10.4,3.1,96.9,41,33,78,NA,195,39,15,55,NA,155,312138,-10881
Cocoa - Ice Futures U.s.,2019-08-06T00:00:00Z,121219,56069,37873,13932,271176,162408,21169,36147,9369,275739,-41189,34900,1726,4563,-4563,3025,-5137,-13572,-1053,-25978,-18234,-1780,3557,-279,-26752,21259,-3357,-17129,-774,774,42.5,19.7,13.3,4.9,95.1,57,7.4,12.7,3.3,96.7,43,33,71,NA,196,41,16,63,NA,166,285107,-27030
Cocoa - Ice Futures U.s.,2019-08-13T00:00:00Z,133656,52060,29054,15210,277215,152906,19731,45985,11358,281066,-19250,32329,-16931,3852,-3851,12437,-4008,-8819,1278,6039,-9502,-1438,9837,1990,5327,21939,-2570,-18656,-712,712,45.7,17.8,9.9,5.2,94.8,52.3,6.7,15.7,3.9,96.1,44,33,64,NA,196,42,17,74,NA,180,292424,7317
Cocoa - Ice Futures U.s.,2019-08-20T00:00:00Z,141949,46317,28542,12254,279199,143518,18500,57578,9466,281987,-1569,27817,-29036,2788,-2788,8293,-5743,-512,-2955,1984,-9388,-1231,11593,-1892,921,17681,-4512,-12105,-1063,1063,48.7,15.9,9.8,4.2,95.8,49.2,6.3,19.8,3.2,96.8,43,33,66,NA,188,40,18,75,NA,180,291454,971
Cocoa - Ice Futures U.s.,2019-08-27T00:00:00Z,145348,49254,28321,12395,290398,143797,21200,61292,9031,293763,1551,28054,-32971,3364,-3365,3399,2937,-220,141,11199,278,2700,3714,-436,11775,3121,237,-3934,577,-576,48,16.3,9.4,4.1,95.9,47.5,7,20.2,3,97,43,34,65,NA,190,40,15,72,NA,175,302793,11340
Cocoa - Ice Futures U.s.,2019-09-03T00:00:00Z,150478,49954,27824,13982,296428,143369,22770,64414,11683,298726,7109,27184,-36590,2299,-2298,5129,700,-498,1587,6030,-427,1570,3123,2653,4963,5556,-870,-3621,-1066,1067,48.5,16.1,9,4.5,95.5,46.2,7.3,20.8,3.8,96.2,45,34,66,NA,193,39,16,64,NA,166,310410,7616
Cocoa - Ice Futures U.s.,2019-09-10T00:00:00Z,146462,52151,30842,14489,295903,143881,23368,65844,10852,299541,2581,28783,-35002,3637,-3638,-4016,2198,3018,507,-524,512,598,1430,-832,815,-4528,1600,1588,1339,-1339,47.2,16.8,9.9,4.7,95.3,46.4,7.5,21.2,3.5,96.5,44,33,69,NA,195,40,17,59,NA,164,310393,17
Cocoa - Ice Futures U.s.,2019-09-17T00:00:00Z,139061,53798,34469,12934,291167,151041,19575,60171,9475,294627,-11980,34223,-25702,3459,-3460,-7402,1647,3627,-1555,-4736,7160,-3793,-5673,-1377,-4914,-14562,5440,9300,-178,178,45.7,17.7,11.3,4.3,95.7,49.7,6.4,19.8,3.1,96.9,41,33,68,NA,194,41,17,64,NA,164,304102,-6291
Cocoa - Ice Futures U.s.,2019-09-24T00:00:00Z,138539,56307,33317,15876,312689,167258,18566,44770,13446,315120,-28719,37741,-11453,2430,-2431,-522,2509,-1153,2942,21522,16217,-1009,-15402,3971,20493,-16739,3518,14249,-1029,1029,42.2,17.1,10.1,4.8,95.2,50.9,5.7,13.6,4.1,95.9,41,32,68,NA,199,43,18,65,NA,178,328565,24464
Cocoa - Ice Futures U.s.,2019-10-01T00:00:00Z,135456,59689,42968,14797,329025,179288,21632,39708,12282,331540,-43832,38057,3260,2515,-2515,-3083,3382,9652,-1080,16336,12030,3067,-5062,-1164,16420,-15113,315,14714,84,-84,39.4,17.4,12.5,4.3,95.7,52.1,6.3,11.5,3.6,96.4,40,33,80,NA,208,42,18,62,NA,177,343822,15256
Cocoa - Ice Futures U.s.,2019-10-08T00:00:00Z,130664,64189,40547,17091,323983,175850,25690,36107,14843,326230,-45186,38499,4440,2248,-2247,-4792,4500,-2421,2294,-5042,-3439,4058,-3600,2562,-5310,-1353,442,1179,-268,268,38.3,18.8,11.9,5,95,51.6,7.5,10.6,4.4,95.6,38,36,78,NA,205,42,19,56,NA,174,341073,-2749
Cocoa - Ice Futures U.s.,2019-10-15T00:00:00Z,132879,62882,43481,18210,328814,181945,25365,33861,16280,330744,-49066,37517,9620,1930,-1930,2215,-1307,2933,1120,4831,6095,-325,-2247,1437,4514,-3880,-982,5180,-317,317,38.3,18.1,12.5,5.2,94.8,52.4,7.3,9.8,4.7,95.3,39,35,83,NA,211,44,19,56,NA,175,347024,5951
Cocoa - Ice Futures U.s.,2019-10-22T00:00:00Z,128997,61417,44691,17892,324210,178045,22650,37241,15059,327042,-49048,38767,7450,2833,-2832,-3882,-1465,1210,-319,-4603,-3900,-2716,3381,-1221,-3702,18,1251,-2171,902,-901,37.7,18,13.1,5.2,94.8,52,6.6,10.9,4.4,95.6,41,35,78,NA,209,44,19,60,NA,177,342102,-4922
